fid,id_tramo,codigo,tipo_tramd,ancho_viad,electrifid,n_vias,situaciond,red_tentd,titulard,fuented,nombre,tipo_lined,fuente_ld,estado,rio_id,dist_to_river
1654,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2496.25
1656,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2569.71
1657,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,827.05
1658,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,5221.11
1659,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1301.37
1661,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,305.77
1662,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2491.78
1665,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,577.46
1666,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,540.58
1667,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1932.39
1668,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2531.81
1669,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,414.08
1670,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2502.47
1672,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Desconocido,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1890.45
1673,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22896,2723.87
1675,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,306.14
1676,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,478.33
1677,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2496.25
1678,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2493.98
1680,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,594.55
1681,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,179.22
1682,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,16882,124.66
1683,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1300.62
1684,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1573.23
1685,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1283.69
1686,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1817.4
1687,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22933,251.94
1688,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,615.53
1689,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,2048.4
1691,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1294.75
1692,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,176.5
1693,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22888,570.54
1694,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,618.16
1696,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1574.88
1700,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,600.09
1701,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1302.89
1702,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22998,67.66
1704,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1232.33
1705,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22896,2430.46
1706,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1309.59
1707,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1699.0
1708,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,16882,182.72
1709,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,2550.91
1711,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1792.38
1715,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,522.45
1716,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1771.28
1717,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1914.92
1718,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,399.33
1719,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2510.41
1720,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1773.76
1721,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1668.17
1722,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1269.15
1723,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2508.82
1724,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,16882,672.78
1725,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,700.45
1726,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,600.48
1727,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,496.0
1728,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,306.21
1729,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,597.35
1730,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,335.9
1731,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,488.33
1733,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,624.03
1734,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2498.14
1735,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,502.16
1741,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1869.06
1742,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,347.55
1743,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22899,298.65
1745,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,686.73
1746,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,529.93
1747,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,629.5
1748,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1729.38
1749,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1302.89
1750,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22933,262.5
1751,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,600.09
1752,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Desconocido,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,801.99
1753,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,994.36
1754,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2491.54
1756,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,531.5
1759,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,516.59
1760,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2551.84
1762,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,2120.59
1765,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,174.24
1766,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,265.88
1768,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1785.05
1771,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,577.91
1772,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2511.32
1775,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1334.61
1777,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,593.22
1779,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2547.95
1781,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2510.48
1786,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,949.39
1788,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22900,2582.04
1789,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22996,472.74
1791,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,537.69
1792,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1320.96
1793,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,2056.81
1794,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1267.72
1795,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,909.72
1796,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,540.58
1797,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,1817.4
1799,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,276.91
1801,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22893,2071.52
1802,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,2041.07
1803,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,313.35
1804,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1283.29
1806,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,146.06
1807,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,2010.57
1808,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,866.78
1809,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,Afectada,22899,657.6
1810,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Autoridad portuaria,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,1104.75
1811,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1856.37
1812,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17434,224.53
1813,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,2506.35
1814,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,585.8
1815,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,16840,235.18
1816,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1504.86
1817,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1696.19
1818,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,17281,317.45
1819,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,Desconocido,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,22996,790.02
1820,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Administración General del Estado,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25084,1566.4
1821,-2147483648,No aplicable,Playa de vías,No aplicable,No aplicable,No aplicable,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,PLAYA DE VÍAS,Tren,Instituto Geográfico Nacional,No afectada,25085,1325.2
