fid,id_tramo,codigo,tipo_tramd,ancho_viad,electrifid,n_vias,situaciond,red_tentd,titulard,fuented,nombre,tipo_lined,fuente_ld,estado,rio_id,dist_to_river
2601,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,277.7
2602,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,128.55
2603,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22922,1257.11
2604,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2994.57
2605,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,1486.94
2606,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,1971.2
2607,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,486.14
2608,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,5334.3
2609,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,13.8
2610,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,88.73
2611,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2457.55
2612,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,789.06
2613,-2147483648,Desconocido,Troncal,Métrico,Sí,Desconocido,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,3272.14
2614,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,383.4
2615,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,881.94
2616,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,0.0
2617,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22996,136.78
2618,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,572.54
2619,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,5069.48
2620,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2630.6
2621,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,276.17
2622,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,446.0
2623,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,1045.84
2624,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,145.17
2625,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,761.27
2626,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,1153.7
2627,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,23006,988.65
2628,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23003,1136.65
2629,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,579.83
2630,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2550.4
2631,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,657.6
2632,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22899,564.55
2633,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,389.77
2634,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23003,0.0
2635,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,207.07
2636,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,134.81
2637,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,50.99
2638,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,691.26
2639,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,1006.13
2640,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,3079.57
2641,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,949.39
2642,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22996,338.71
2643,-2147483648,Desconocido,Troncal,Métrico,Sí,Desconocido,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,3323.94
2644,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,478.28
2645,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,145.0
2646,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22899,799.28
2647,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,152.64
2648,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,1513.06
2649,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2703.78
2650,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,1482.36
2651,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22996,714.18
2652,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,2071.84
2653,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,365.07
2654,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,83.72
2655,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,671.34
2656,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,759.99
2657,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,315.84
2658,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,1671.56
2659,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2416.78
2660,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22922,609.57
2661,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,24.53
2662,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2684.16
2663,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,506.91
2664,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,2607.86
2665,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,2065.95
2666,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,38.53
2667,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,5188.34
2668,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,199.73
2669,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,669.97
2670,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,40.54
2671,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,0.0
2672,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,0.0
2673,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22922,1359.91
2674,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,0.0
2675,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,3673.56
2676,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,104.08
2677,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,472.16
2678,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,Afectada,22899,494.31
2679,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,5221.11
2680,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,729.25
2681,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22899,862.91
2682,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23003,157.82
2683,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,Subterráneo,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22922,658.71
2684,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,513.21
2685,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,1035.46
2686,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,Elevado,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,3074.01
2687,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23006,942.89
2688,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,22996,491.5
2689,-2147483648,Desconocido,Troncal,Métrico,Sí,Doble,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,25084,26.57
2690,-2147483648,Desconocido,Troncal,Métrico,Sí,Única,En superficie,No Tent,Comunidad Autónoma,Comunidad Valenciana,LÍNEA 2 LLÍRIA TORRENT AVINGUDA METRO DE VALENCIA,Metro,Instituto Geográfico Nacional,No afectada,23000,506.5
